sk_vendor,vendor_code,license_no,jenis_mobil
41382,0000505138,B 9590 TEY,1.KUBIKASI
41383,0000505138,B 9427 TXT,1.KUBIKASI
41384,0000503520,B 9052 VXR,1T.ENGKEL
41385,0000502777,B 9928 BEU,1T.BUILT UP
41386,0000503421,B 9644 PEU,1T.BUILT UP
41387,0000503849,B 9110 UEV,1T.BUILT UP
41388,0000500755,B 9904 CRW,1T.BUILT UP
41389,0000505733,B 9462 PEU,1.KUBIKASI
41390,0000506234,D 8160 OD,1T.BUILT UP
41391,0000505138,B 9198 TEX,1KUBIKASI
41392,0000503520,B 9052 VXR,1T.ENGKEL
41393,0000505138,B 9531 TEW,BU/20CT02/HASAN
41394,0000502777,B 9618 KA,1T.BUILT UP
41395,0000505138,B 9667 TEX,BU/25CB04/HASAN
41396,0000502777,B 9246 BEV,1T.BUILT UP
41397,0000505138,B 9808 TEY,KUBIKASI
41398,0000505138,B 9388 TXT,1.KUBIKASI
41399,0000505138,B 9796 TEX,1T.BUILT UP
41400,0000505138,B 9297 TEV,BU/25CT02/FIKRI
41401,0000505138,B 9427 TXT,1.KUBIKASI
41402,0000506234,Z 9526 MG,1T.BUILT UP
41403,0000502777,B 9089 BEU,1T.BUILT UP
41404,0000505138,B 9069 TEY,BU/20CC09/HASAN
41405,0000501246,B 9623 UEV,1T.BUILT UP
41406,0000505138,B 9834 TEU,1.KUBIKASI
41407,0000503520,A 8191 WX,1T.ENGKEL
41408,0000505138,B 9597 TEW,1.KUBIKASI
41409,0000505138,B 9228 TEV,1.KUBIKASI
41410,0000505733,B 9039 VEU,1.KUBIKASI
41411,0000503421,B 9732 PEU,1T.BUILT UP
41412,0000503421,B 9802 PEU,1T.BUILT UP
41413,0000503421,B 9785 PEU,1T.BUILT UP
41414,0000502777,B 9618 AU,1T.BUILT UP
41415,0000505138,B 9114 TEX,KUBIKASI
41416,0000500755,B 9904 CRW,1T.BUILT UP
41417,0000506461,B 9422 SEU,1T.BUILT UP
41418,0000505769,D 9015 AF,BU/KGCB08/HASAN
41419,0000505733,B 9679 PEU,1.KUBIKASI
41420,0000501246,B 9773 AU,1T.BUILT UP
41421,0000502777,B 9233 BEV,1T.BUILT UP
41422,0000501246,B 9637 BEU,1T.BUILT UP
41423,0000503421,B 9186 PXT,CD/8FCC09/HASAN
41424,0000505339,B 9397 BXS,BU/20CC12/HERYDJ
41425,0000505733,B 9710 PEU,1.KUBIKASI
41426,0000501246,B 9623 UEV,1T.BUILT UP
41427,0000505769,A 9035 ZN,BU/DCG015/FIKRI
41428,0000505733,B 9221 PXS,1.KUBIKASI
41429,0000506234,D 8336 WC,1T.BUILT UP
41430,0000503520,A 8191 WX,1T.ENGKEL
41431,0000503763,B 9600 TXT,FUSO
41432,0000503520,B 9053 VXR,1T.ENGKEL
41433,0000503763,B 9136 TXV,FUSO
41434,0000505138,B 9198 TEX,1KUBIKASI
41435,0000506865,B 9212 NEU,BUILD UP
41436,0000501246,B 9637 BEU,1T.BUILT UP
41437,0000505138,B 9365 TEW,1.KUBIKASI
41438,0000505733,B 9088 VEU,1KUBIKASI
41439,0000504823,AD 8854 OB,KUBIKASI
41440,0000501246,B 9636 BEU,1T.BUILT UP
41441,0000505997,B 9143 CRO,CD/8FCM05/FIKRI
41442,0000505769,D 9878 AE,BU/KGCB08/FIKRI
41443,0000505138,B 9481 TEV,BU/25CM01/FIKRI
41444,0000505138,B 9755 TEU,CD/20CT02/HASAN
41445,0000505138,B 9388 TXT,1.KUBIKASI
41446,0000505461,D 9853 UB,BU/25JC01/ANDRI
41447,0000505138,B 9035 TEZ,BU/20CS04/FIKRI
41448,0000505138,B 9100 TXT,1.KUBIKASI
41449,0000502777,B 9618 VS,1T.BUILT UP
41450,0000505138,B 9780 TEW,1.KUBIKASI
41451,0000503520,B 9053 VXR,1T.ENGKEL
41452,0000506234,D 8226 GL,1KUBIKASI
41453,0000505138,B 9035 TEY,BU/20CS01/FIKRI
41454,0000507232,A 9838 S,BU/25CS01/FIKRI
41455,0000505238,AG 9661 US,BUILD UP
41456,0000503421,B 9719 PEU,1T.BUILT UP
41457,0000503421,B 9785 PEU,1T.BUILT UP
41458,0000505138,B 9767 TEW,BU/20CS01/HASAN
41459,0000505138,B 9310 TEV,BU/25KB07/AWAN
41460,0000507067,H 1357 TF,1KUBIKASI
41461,0000501246,B 9623 UEV,1T.BUILT UP
41462,0000505138,B 9267 TEY,BU/25CM01/FIKRI
41463,0000506234,D 8336 WC,1T.BUILT UP
41464,0000503520,A 8191 WX,1T.ENGKEL
41465,0000505138,B 9450 TXT,1.KUBIKASI
41466,0000505138,B 9141 TEW,1.KUBIKASI
41467,0000501246,B 9582 VO,1T.BUILT UP
41468,0000505138,B 9737 TEW,1T.BUILT UP
41469,0000505138,B 9089 TXT,1.KUBIKASI
41470,0000503520,B 9054 VXR,1T.ENGKEL
41471,0000503520,B 9052 VXR,1T.ENGKEL
41472,0000505138,B 9427 TXT,1.KUBIKASI
41473,0000505138,B 9071 TEY,BU/25CT02/FIKRI
41474,0000506234,Z 9526 MG,1T.BUILT UP
41475,0000506865,B 9212 NEU,BUILD UP
41476,0000505733,B 9092 VEU,1.KUBIKASI
41477,0000501246,B 9637 BEU,1T.BUILT UP
41478,0000505467,D 8788 KP,BU/20CB11/ANDRI
41479,0000503421,B 9014 PXT,CD/8FCC09/RIKI
41480,0000503763,B 9134 TXV,FUSO
41481,0000505138,B 9413 TEV,1T.BUILT UP
41482,0000505138,B 9653 TEV,1T.BUILT UP
41483,0000503421,B 9279 PXS,1T.BUILT UP
41484,0000502777,B 9096 BEU,1T.BUILT UP
41485,0000502777,B 9917 BEU,1T.BUILT UP
41486,0000505138,B 9365 TEW,1.KUBIKASI
41487,0000503763,B 9136 TXV,FUSO
41488,0000505138,B 9438 TEX,BU/25CB04/FIKRI
41489,0000505138,B 9377 TXT,1.KUBIKASI
41490,0000505138,B 9450 TXT,1.KUBIKASI
41491,0000505138,B 9071 TEY,BU/25CT02/FIKRI
41492,0000505138,B 9480 TEX,BU/25JT08/ANDRI
41493,0000505138,B 9603 TEW,KUBIKASI
41494,0000503421,B 9732 PEU,1T.BUILT UP
41495,0000505733,B 9710 PEU,1.KUBIKASI
41496,0000502777,B 9089 BEU,1T.BUILT UP
41497,0000502777,B 9917 BEU,1T.BUILT UP
41498,0000506234,E 9504 B,TRONTON
41499,0000505138,B 9882 TEV,BU/25CT01/FIKRI
41500,0000503520,B 9053 VXR,1T.ENGKEL
41501,0000503849,B 9416 UXS,1T.ENGKEL
41502,0000503969,B 9909 TEU,BU/25KC01/AWAN
41503,0000505138,B 9702 TEX,1T.BUILT UP
41504,0000505138,B 9462 TXT,1.KUBIKASI
41505,0000502777,B 9699 AU,1T.BUILT UP
41506,0000505138,B 9133 TEY,BU/25JB19/INDRA
41507,0000505461,D 9757 UA,BU/20CB11/HERYDJ
41508,0000505138,B 9204 TEZ,1.KUBIKASI
41509,0000505769,B 9395 FYU,BU/GBCT02/FIKRI
41510,0000506865,N 8138 UH,BUILT UP
41511,0000503520,B 9053 VXR,1T.ENGKEL
41512,0000503849,B 9416 UXS,1T.ENGKEL
41513,0000506234,Z 9526 MG,1T.BUILT UP
41514,0000503520,B 9052 VXR,1T.ENGKEL
41515,0000505138,B 9603 TEW,KUBIKASI
41516,0000505461,B 9587 UEU,BU/20CC15/ANDRI
41517,0000505138,B 9535 TEX,BU/25CB04/FIKRI
41518,0000505769,D 9876 AE,BU/KGCS08/HASAN
41519,0000506234,Z 9464 MG,1KUBIKASI
41520,0000500075,F 8815 AQ/EP.SEKAWAN,CD.DOUBLE BOX
41521,0000505238,AG 9661 US,BUILD UP
41522,0000503849,B 9164 UEU,1T.BUILT UP
41523,0000505138,B 9047 TEY,1KUBIKASI
41524,0000505138,B 9770 TEX,1.KUBIKASI
41525,0000505733,B 9088 VEU,1KUBIKASI
41526,0000504823,AD 8854 OB,KUBIKASI
41527,0000501246,B 9636 BEU,1T.BUILT UP
41528,0000501246,B 9582 VO,1T.BUILT UP
41529,0000503421,B 9719 PEU,1T.BUILT UP
41530,0000505733,B 9066 VEU,1.KUBIKASI
41531,0000505138,B 9326 TEW,BU/20CG01/HASAN
41532,0000506865,B 9405 PEU,BUILT UP
41533,0000502777,B 9013 BEU,1T.BUILT UP
41534,0000505138,B 9603 TEW,KUBIKASI
41535,0000503520,B 9051 VXR,1T.ENGKEL
41536,0000505138,B 9481 TEV,BU/25CM01/FIKRI
41537,0000502777,B 9618 VS,1T.BUILT UP
41538,0000503520,B 9053 VXR,1T.ENGKEL
41539,0000503849,B 9416 UXS,1T.ENGKEL
41540,0000503969,B 9909 TEU,BU/25KC01/AWAN
41541,0000502777,B 9091 BEU,1T.BUILT UP
41542,0000503421,B 9762 PEU,1T.BUILT UP
41543,0000505138,B 9603 TEW,1KUBIKASI
41544,0000505138,B 9989 TXT,BU/18CS09/HERYDJ
41545,0000502777,B 9002 XA,1T.BUILT UP
41546,0000505138,B 9905 TEU,1T.BUILT UP
41547,0000505138,B 9401 PXR,BU/25CB04/FIKRI
41548,0000501246,B 9773 AU,1T.BUILT UP
41549,0000503421,B 9719 PEU,1T.BUILT UP
41550,0000505138,B 9737 TEX,1.KUBIKASI
41551,0000505138,B 9858 TEY,BU/25CT02/FIKRI
41552,0000503421,B 9802 PEU,1T.BUILT UP
41553,0000506865,N 8138 UH,BUILT UP
41554,0000501246,B 9694 UEV,1T.BUILT UP
41555,0000503421,B 9634 PEU,1T.BUILT UP
41556,0000505733,B 9099 VEU,1.KUBIKASI
41557,0000505138,B 9571 TEV,1.KUBIKASI
41558,0000502777,B 9076 BEU,1T.BUILT UP
41559,0000505733,B 9039 VEU,1.KUBIKASI
41560,0000505013,G 1828 FF,1KUBIKASI
41561,0000503374,E 9021 AD,1KUBIKASI
41562,0000505177,H 1919 ES,1T.BUILT UP
41563,0000505177,H 1376 YG,1T.BUILT UP
41564,0000501246,B 9636 BEU,1T.BUILT UP
41565,0000503520,B 9051 VXR,1T.ENGKEL
41566,0000505997,B 9233 BXT,CD/8FCM05/FIKRI
41567,0000505138,B 9890 TEU,BU/25JS13/INDRA
41568,0000505138,B 9733 TEW,KUBIKASI
41569,0000505138,B 9204 TEZ,1.KUBIKASI
41570,0000503421,B 9509 PEU,1T.BUILT UP
41571,0000505769,B 9395 FYU,BU/GBCT02/FIKRI
41572,0000502777,B 9569 AU,1T.BUILT UP
41573,0000506865,N 8138 UH,BUILT UP
41574,0000501246,B 9694 UEV,1T.BUILT UP
41575,0000505138,B 9947 TEV,1.KUBIKASI
41576,0000505138,B 9166 TEX,1.KUBIKASI
41577,0000505138,B 9905 TEU,1T.BUILT UP
41578,0000503849,B 9084 UEV,1T.BUILT UP
41579,0000505138,B 9152 TEW,1.KUBIKASI
41580,0000505138,B 9667 TEX,BU/25CB04/HASAN
41581,0000505138,B 9883 TXT,BU/DCK028/RIKI
41582,0000505138,B 9938 TEY,1T.BUILT UP
41583,0000505138,B 9341 TEW,BU/25CP01/FIKRI
41584,0000502777,B 9084 BEU,1T.BUILT UP
41585,0000503421,B 9802 PEU,1T.BUILT UP
41586,0000503421,B 9762 PEU,1T.BUILT UP
41587,0000505733,B 9023 VEU,1.KUBIKASI
41588,0000505138,B 9582 TEY,BU/25CP04/HASAN
41589,0000505138,B 9590 TEY,1.KUBIKASI
41590,0000505138,B 9995 TXT,BU/DCK028/HASAN
41591,0000503374,E 9035 AD,1KUBIKASI
41592,0000506234,B 9587 UO,KUBIKASI
41593,0000503849,B 9164 UEU,1T.BUILT UP
41594,0000501246,B 9438 BEU,1T.BUILT UP
41595,0000505138,B 9798 TEX,1.KUBIKASI
41596,0000505177,H 1376 YG,1T.BUILT UP
41597,0000505138,B 9035 TEZ,BU/25CM01/FIKRI
41598,0000503421,B 9728 PEU,BU/25JT10/ANDRI
41599,0000503421,B 9844 PEU,BU/25JT10/ANDRI
41600,0000505138,B 9122 TEV,BU/25KT01/AWAN
41601,0000503421,B 9762 PEU,1T.BUILT UP
41602,0000505138,B 9460 TEY,1.KUBIKASI
41603,0000503421,B 9802 PEU,1T.BUILT UP
41604,0000505138,B 9377 TXT,1KUBIKASI
41605,0000505138,B 9796 TEX,1T.BUILT UP
41606,0000506234,Z 9012 MG,1T.BUILT UP
41607,0000506234,Z 9526 MG,1T.BUILT UP
41608,0000503849,B 9112 UEV,1T.BUILT UP
41609,0000503763,B 9568 TXT,FUSO
41610,0000505733,B 9462 PEU,1.KUBIKASI
41611,0000503421,B 9732 PEU,1T.BUILT UP
41612,0000505733,B 9710 PEU,1.KUBIKASI
41613,0000505138,B 9967 TXT,BU/DCP031/FIKRI
41614,0000505138,B 9166 TEX,1.KUBIKASI
41615,0000503421,B 9634 PEU,1T.BUILT UP
41616,0000505138,B  9047 TEY,KUBIKASI
41617,0000503421,B 9644 PEU,1T.BUILT UP
41618,0000503421,B 9970 PXS,CD/8FJC08/ANDRI
41619,0000505733,B 9710 PEU,1.KUBIKASI
41620,0000502777,B 9917 BEU,1T.BUILT UP
41621,0000505138,B 9365 TEW,1.KUBIKASI
41622,0000505138,B 9628 TEV,1T.BUILT UP
41623,0000505138,B 9401 PXR,BU/25CB04/FIKRI
41624,0000505238,AG 9661 US,BUILD UP
41625,0000505138,B 9332 TEV,BU/20CT01/HASAN
41626,0000503421,B 9719 PEU,1T.BUILT UP
41627,0000503520,B 9051 VXR,1T.ENGKEL
41628,0000502223,B 9731 QD,1T.TRONTON
41629,0000502777,B 9084 BEU,1T.BUILT UP
41630,0000505733,B 9315 UXU,1.KUBIKASI
41631,0000506234,Z 9526 MG,1T.BUILT UP
41632,0000503849,B 9112 UEV,1T.BUILT UP
41633,0000505138,B 9787 TEY,BU/25CP04/FIKRI
41634,0000505138,B 9198 TEX,1KUBIKASI
41635,0000505733,B 9092 VEU,1.KUBIKASI
41636,0000505769,D 9876 AE,BU/KGCS08/HASAN
41637,0000505733,B 9710 PEU,1.KUBIKASI
41638,0000503763,B 9134 TXV,FUSO
41639,0000503520,B 9053 VXR,1T.ENGKEL
41640,0000505138,B 9671 TEV,BU/25CT03/FIKRI
41641,0000500755,B 9713 CRW,1T.BUILT UP
41642,0000503520,B 9051 VXR,1T.ENGKEL
41643,0000505138,B 9163 TEY,BU/25CM01/FIKRI
41644,0000505769,D 9878 AE,BU/KGCB08/FIKRI
41645,0000505138,B 9481 TEV,BU/25CM01/FIKRI
41646,0000503421,B 9683 PEU,1T.BUILT UP
41647,0000505138,B 9798 TEX,1.KUBIKASI
41648,0000505138,B 9118 TEV,1KUBIKASI
41649,0000502876,AA 1910 GK,1KUBIKASI
41650,0000505138,B 9409 TEV,1.KUBIKASI
41651,0000505138,B 9292 TEW,1T.BUILT UP
41652,0000505138,B 9628 TEV,1T.BUILT UP
41653,0000507232,A 9838 S,BU/25CS01/FIKRI
41654,0000505138,B 9692 TEY,BU/25CM01/HASAN
41655,0000501246,B 9773 AU,1T.BUILT UP
41656,0000506621,B 9159 WCC,CD/8FJP05/HERYDJ
41657,0000503374,E 9035 AD,1KUBIKASI
41658,0000505461,B 9662 UEU,BU/25JP01/ANDRI
41659,0000503763,B 9134 TXV,FUSO
41660,0000506512,B 9299 JXR,CD/8FCJ01/FIKRI
41661,0000503520,B 9053 VXR,1T.ENGKEL
41662,0000505138,B 9450 TXT,1.KUBIKASI
41663,0000505138,B 9141 TEW,1.KUBIKASI
41664,0000503421,B 9646 PEU,1T.BUILT UP
41665,0000503520,B 9624 VCA,1T.ENGKEL
41666,0000505138,B 9770 TEX,1.KUBIKASI
41667,0000505138,B 9064 TXT,1.KUBIKASI
41668,0000503421,B 9082 PXS,CD/8FJJ01/ANDRI
41669,0000501246,B 9582 VO,1T.BUILT UP
41670,0000501246,B 9635 BEU,1T.BUILT UP
41671,0000505138,B 9603 TEW,1KUBIKASI
41672,0000505138,B 9137 TEV,BU/25CS02/FIKRI
41673,0000503421,B 9290 PXS,1T.BUILT UP
41674,0000505138,B 9826 TEU,BU/25CJ01/HASAN
41675,0000501246,B 9635 BEU,1T.BUILT UP
41676,0000503421,B 9732 PEU,1T.BUILT UP
41677,0000503421,B 9662 PEU,BU/20CJ01/HASAN
41678,0000503421,B 9844 PEU,BU/25JK02/INDRA
41679,0000503969,B 9909 TEU,BU/25KC01/AWAN
41680,0000503969,B 9986 TEU,BU/25KC01/AWAN
41681,0000505733,B 9023 VEU,1.KUBIKASI
41682,0000506234,T 8215 TB,TRONTON
41683,0000505138,B 9970 TXT,BU/DCK028/FIKRI
41684,0000503421,B 9021 PXT,CD/8FCC09/HASAN
41685,0000502777,B 9002 XA,1T.BUILT UP
41686,0000505138,B 9905 TEU,1T.BUILT UP
41687,0000505461,B 9758 UEU,BU/25JP01/HERYDJ
41688,0000505138,B 9152 TEW,1.KUBIKASI
41689,0000503421,B 9683 PEU,1T.BUILT UP
41690,0000503421,B 9869 PXS,CD/8FCC08/FIKRI
41691,0000502223,B 9731 QD,1T.TRONTON
41692,0000503520,B 9053 VXR,1T.ENGKEL
41693,0000502777,B 9013 BEU,1T.BUILT UP
41694,0000505138,B 9770 TEX,1.KUBIKASI
41695,0000502777,B 9013 BEU,1T.BUILT UP
41696,0000500755,B 9904 CRW,1T.BUILT UP
41697,0000501246,B 9689 UEV,1T.BUILT UP
41698,0000505461,B 9587 UEU,BU/20CB11/HERYDJ
41699,0000505733,B 9088 VEU,1.KUBIKASI
41700,0000505733,B 9318 UXU,1.KUBIKASI
41701,0000505138,B 9043 TEW,BU/20CB01/HASAN
41702,0000505138,B 9062 TEY,1.KUBIKASI
41703,0000505138,B 9045 TEZ,1T.BUILT UP
41704,0000503374,E 9035 AD,1KUBIKASI
41705,0000505339,B 9023 BEV,BU/28JC04/ANDRI
41706,0000503421,B 9023 PXT,CD/8FJJ01/ANDRI
41707,0000503849,B 9164 UEU,1T.BUILT UP
41708,0000503421,B 9644 PEU,1T.BUILT UP
41709,0000505339,B 9338 BEU,BU/28JI05/HERYDJ
41710,0000505138,B 9603 TEW,KUBIKASI
41711,0000506234,Z 9301 YA,1T.TRONTON
41712,0000505138,B 9505 TEW,1KUBIKASI
41713,0000502777,B 9917 BEU,1T.BUILT UP
41714,0000506234,E 9504 B,TRONTON
41715,0000505138,B 9062 TEY,1.KUBIKASI
41716,0000505138,B 9882 TEV,BU/25CT01/FIKRI
41717,0000505138,B 9062 TEY,1.KUBIKASI
41718,0000505138,B 9193 TEW,1.KUBIKASI
41719,0000507232,B 9807 PXS,BU/25CB03/RIKI
41720,0000503421,B 9636 PEU,BU/20CB01/HASAN
41721,0000505138,B 9045 TEZ,1T.BUILT UP
41722,0000501246,B 9582 VO,1T.BUILT UP
41723,0000502777,B 9985 BEU,1T.BUILT UP
41724,0000502223,B 9870 RY,1T.TRONTON
41725,0000503849,B 9112 UEV,1T.BUILT UP
41726,0000505733,B 9066 VEU,1.KUBIKASI
41727,0000503763,B 9568 TXT,FUSO
41728,0000505138,B 9603 TEW,KUBIKASI
41729,0000505138,B 9198 TEX,1KUBIKASI
41730,0000505733,B 9092 VEU,1.KUBIKASI
41731,0000505138,B 9152 TEW,1.KUBIKASI
41732,0000505138,B 9330 TEV,BU/25JJ05/INDRA
41733,0000503969,B 9282 TEZ,BU/25KB04/AWAN
41734,0000503421,B 9290 PXS,1T.BUILT UP
41735,0000505138,B 9462 TXT,1.KUBIKASI
41736,0000502777,B 9699 AU,1T.BUILT UP
41737,0000505733,B 9088 VEU,1KUBIKASI
41738,0000505138,B 9733 TEW,KUBIKASI
41739,0000505138,B 9127 TEW,BU/25CB04/FIKRI
41740,0000503421,B 9683 PEU,1T.BUILT UP
41741,0000502223,B 9731 QD,1T.TRONTON
41742,0000505138,B 9100 TXT,1.KUBIKASI
41743,0000502777,B 9618 VS,1T.BUILT UP
41744,0000505138,B 9780 TEW,1.KUBIKASI
41745,0000505138,B 9505 TEW,1.KUBIKASI
41746,0000505138,B 9808 TEY,1KUBIKASI
41747,0000505138,B 9942 TEV,BU/25CS02/FIKRI
41748,0000503520,B 9053 VXR,1T.ENGKEL
41749,0000503849,B 9416 UXS,1T.ENGKEL
41750,0000501246,B 9635 BEU,1T.BUILT UP
41751,0000505138,B 9045 TEZ,1T.BUILT UP
41752,0000505138,B 9977 TEW,1.KUBIKASI
41753,0000506865,B 9405 PEU,BUILT UP
41754,0000505138,B 9826 TEU,BU/25JJ05/ANDRI
41755,0000502777,B 9246 BEV,1T.BUILT UP
41756,0000505138,B 9460 TEY,1.KUBIKASI
41757,0000505138,B 9431 TEY,BU/25KT01/AWAN
41758,0000505138,B 9388 TXT,1.KUBIKASI
41759,0000505138,B 9796 TEX,1T.BUILT UP
41760,0000500755,B 9713 CRW,1T.BUILT UP
41761,0000505138,B 9045 TEZ,1T.BUILT UP
41762,0000501246,B 9656 UIU,BU/GBCB01/HASAN
41763,0000503421,B 9802 PEU,1T.BUILT UP
41764,0000505138,B 9671 TEV,BU/25CB03/HASAN
41765,0000505138,B 9796 TEX,1T.BUILT UP
41766,0000505769,D 9602 AF,BUILD UP
41767,0000505138,B 9285 TEW,BU/25CJ01/HASAN
41768,0000503421,B 9105 PXS,BU/20CJ01/HASAN
41769,0000506234,Z 9012 MG,1T.BUILT UP
41770,0000505138,B 9281 TEW,BU/25JT08/HERYDJ
41771,0000506234,Z 9526 MG,1T.BUILT UP
41772,0000506234,Z 9301 YA,1T.TRONTON
41773,0000503763,B 9134 TXV,FUSO
41774,0000505733,B 9099 VEU,1.KUBIKASI
41775,0000505138,B 9733 TEW,1.KUBIKASI
41776,0000502223,B 9870 RY,1T.TRONTON
41777,0000505138,B 9214 TEW,BU/25KB07/AWAN
41778,0000503520,B 9050 VXR,FUSO
41779,0000506461,B 9426 SEU,1T.BUILT UP
41780,0000503520,B 9051 VXR,1T.ENGKEL
41781,0000503520,B 9053 VXR,1T.ENGKEL
41782,0000505138,B 9018 TEV,BU/25CT02/FIKRI
41783,0000505138,B 9419 TXT,1.KUBIKASI
41784,0000502777,B 9076 BEU,1T.BUILT UP
41785,0000505733,B 9039 VEU,1.KUBIKASI
41786,0000505138,B 9373 TEW,BU/25JT10/ANDRI
41787,0000506449,BE 8609 CV,KUBIKASI
41788,0000501246,B 9635 BEU,1T.BUILT UP
41789,0000503421,B 9732 PEU,1T.BUILT UP
41790,0000505733,B 9039 VEU,1.KUBIKASI
41791,0000503421,B 9634 PEU,1T.BUILT UP
41792,0000503421,B 9281 PXS,1T.BUILT UP
41793,0000505138,B 9318 TEW,BU/25CB01/FIKRI
41794,0000505138,B 9788 TEU,BU/25CB01/FIKRI
41795,0000505733,B 9099 VEU,1.KUBIKASI
41796,0000505138,B 9590 TEY,BU/25JJ05/INDRA
41797,0000505138,B 9427 TEV,1.KUBIKASI
41798,0000503849,B 9046 WF,1T.BUILT UP
41799,0000505138,B 9742 TEV,1KUBIKASI
41800,0000500755,B 9713 CRW,1T.BUILT UP
41801,0000505733,B 9315 UXU,1.KUBIKASI
41802,0000503421,B 9654 PEU,1T.BUILT UP
41803,0000505138,B 9277 TEW,BU/25JJ05/ANDRI
41804,0000505138,B 9653 TEV,BU/25JT08/INDRA
41805,0000505769,D 9875 AE,BU/KGCB08/FIKRI
41806,0000503520,B 9050 VXR,1T.ENGKEL
41807,0000506234,Z 9526 MG,1T.BUILT UP
41808,0000505339,B 9487 BEU,BU/28JI05/INDRA
41809,0000503849,B 9110 UEV,1T.BUILT UP
41810,0000503374,E 9035 AD,1KUBIKASI
41811,0000506512,B 9247 JXR,CD/8FJJ01/HERYDJ
41812,0000503849,B 9164 UEU,1T.BUILT UP
41813,0000505138,B 9118 TEV,1KUBIKASI
41814,0000505138,B 9163 TEX,BU/25KM01/AWAN
41815,0000505138,B 9010 TEY,BU/25CK03/FIKRI
41816,0000503421,B 9284 PXS,1T.BUILT UP
41817,0000505138,B 9409 TEV,1.KUBIKASI
41818,0000505138,B 9496 TEY,BU/25CS03/FIKRI
41819,0000505733,B 9088 VEU,1KUBIKASI
41820,0000506449,BE 8609 CV,KUBIKASI
41821,0000505013,G 8084 OF,TR/KGKT07/FADIL
41822,0000505339,B 9152 BEU,BU/28JM04/HERYDJ
41823,0000505138,B 9775 TEX,BU/25KT01/AWAN
41824,0000506234,Z 9526 MG,1T.BUILT UP
41825,0000505769,D 9601 AF,BUILD UP
41826,0000503520,B 9052 VXR,1T.ENGKEL
41827,0000503421,B 9644 PEU,1T.BUILT UP
41828,0000502223,B 9870 RY,1T.TRONTON
41829,0000503849,B 9110 UEV,1T.BUILT UP
41830,0000506865,B 9212 NEU,BUILD UP
41831,0000506234,Z 9301 YA,1T.TRONTON
41832,0000505138,B 9451 TEX,BU/25JB20/HERYDJ
41833,0000503421,B 9970 PXS,CD/8FJC08/ANDRI
41834,0000505138,B 9967 TXT,BU/DCP031/FIKRI
41835,0000503520,B 9053 VXR,1T.ENGKEL
41836,0000505138,B 9906 TXT,BU/18CS07/INDRA
41837,0000503421,B 9684 PEU,BU/20CB01/HASAN
41838,0000505138,B 9413 TEV,1T.BUILT UP
41839,0000505138,B 9742 TEV,1KUBIKASI
41840,0000505138,B 9052 TEX,BU/20CC10/HASAN
41841,0000505187,B 9036 BOA,1T.BUILT UP
41842,0000502777,B 9618 UO,1T.BUILT UP
41843,0000505138,B 9873 TEY,BU/25CB04/FIKRI
41844,0000502777,B 9084 BEU,1T.BUILT UP
41845,0000501246,B 9689 UEV,1T.BUILT UP
41846,0000505138,B 9034 TEY,1T.BUILT UP
41847,0000505138,B 9691 TEW,KUBIKASI
41848,0000505138,B 9354 TEY,BU/25JT08/ANDRI
41849,0000500755,B 9713 CRW,1T.BUILT UP
41850,0000505138,B 9227 TEY,BU/25CK03/FIKRI
41851,0000502777,B 9269 BEU,1T.BUILT UP
41852,0000505997,B 9235 BEV,BU/25CT02/RIKI
41853,0000505138,B 9214 TEW,BU/25KB07/AWAN
41854,0000505138,B 9486 TEX,BU/25CP04/FIKRI
41855,0000503520,B 9050 VXR,FUSO
41856,0000506461,B 9426 SEU,1T.BUILT UP
41857,0000503520,B 9050 VXR,1T.ENGKEL
41858,0000505138,B 9571 TEV,1T.BUILT UP
41859,0000507232,B 9895 PEU,BU/25CJ01/HASAN
41860,0000505138,B 9872 TEW,KUBIKASI
41861,0000506234,Z 9464 MG,1KUBIKASI
41862,0000503374,E 9035 AD,1KUBIKASI
41863,0000506234,B 9587 UO,KUBIKASI
41864,0000503421,B 9018 PXS,CD/8FCJ01/FIKRI
41865,0000505138,B 9047 TEY,1KUBIKASI
41866,0000505138,B 9770 TEX,1.KUBIKASI
41867,0000502876,AA 1910 GK,1KUBIKASI
41868,0000503520,B 9053 VXR,1T.ENGKEL
41869,0000505138,B 9419 TEX,BU/25JT08/HERYDJ
41870,0000505138,B 9194 TEX,BU/25JJ05/ANDRI
41871,0000507018,N 9925 UW,BU/25CT02/FIKRI
41872,0000505138,B 9100 TXT,1.KUBIKASI
41873,0000505733,B 9099 VEU,1.KUBIKASI
41874,0000505733,B 9039 VEU,1.KUBIKASI
41875,0000506449,BE 8609 CV,KUBIKASI
41876,0000505177,H 1919 ES,1T.BUILT UP
41877,0000503969,B 9794 TEU,BU/25KB04/FADIL
41878,0000503520,B 9051 VXR,1T.ENGKEL
41879,0000503520,B 9052 VXR,1T.ENGKEL
41880,0000505138,B 9733 TEW,KUBIKASI
41881,0000505769,D 9503 AF,BU/GBCB04/FIKRI
41882,0000503421,B 9683 PEU,1T.BUILT UP
41883,0000503849,B 9164 UEU,1T.BUILT UP
41884,0000501246,B 9438 BEU,1T.BUILT UP
41885,0000506865,B 9137 AU,BUILD UP
41886,0000505138,B 9886 TEY,BU/25JS08/ANDRI
41887,0000505138,B 9770 TEX,1.KUBIKASI
